NOM;TVA;Forme Juridique;Nom du PAE;Adresse;CP;Localité;Téléphone;Fax;ACTIVITE;N° parcelle
MANPOWER;412695309;;AEROPOLE;Avenue Jean Mermoz 32;6220.0;FLEURUS;02/639 10 70;02/639 10 71;Agence intérim;Black Box
MENSURA;410664742;;AEROPOLE;Rue Antoine de St-Exupéry 8;6041.0;CHARLEROI;071/73 34 10;071/73 34 15;Promotion de la santé et de la sécurité;100
OGEDA;453325639;;AEROPOLE;Rue Adrienne Bolland 47;6041.0;CHARLEROI;071/34 85 00;;Biotech - Développement de médicaments;66
ORES;897436971;;AEROPOLE;Avenue Jean Mermoz 14;6041.0;CHARLEROI;071/26 07 01;071/27 07 15;Relevé et traitement d'indices de consommation d'énergie;Saint Exupéry 2
POLYRIS;840936649;;AEROPOLE;Rue Auguste Piccard 48;6041.0;CHARLEROI;065/70 91 33;;Spin Off UMONS;I Tech 2
PROXIMUS;202239951;;AEROPOLE;Avenue Georges Lemaître 21;6041.0;CHARLEROI;;;;Télécom 1
PWC;458263830;;AEROPOLE;Avenue Georges Lemaître 38;6041.0;CHARLEROI;02/710 71 40;;Services de consultance;77 - 67
RSM - INTERAUDIT;436391122;;AEROPOLE;Rue Saint Exupéry 14;6041.0;CHARLEROI;071/37 03 13;071/37 01 39;Réviseurs d'entreprises;Saint Exupéry 2
SEGEAC;454230610;;AEROPOLE;Rue Auguste Piccard 20;6041.0;CHARLEROI;071/25 82 40;071/23 57 95;La gestion, le conseil et l’aide aux entreprises;55
SIRAGA ENGINEERING;477597514;;AEROPOLE;Rue des Marlaires 40;6041.0;CHARLEROI;071/25 60 26;071/35 36 46;Bureau d'études;Mermoz 4
SOJUREC;458122387;;AEROPOLE;Rue Auguste Piccard 35;6041.0;CHARLEROI;071/25 37 11;;Huissiers de Justice;50
SOTREWALL;435169318;;AEROPOLE;Avenue Jean Mermoz 11;6041.0;CHARLEROI;071/91 96 90;071/37 18 58;Emballages industriels;3
SYNABS;637716206;;AEROPOLE;Rue Auguste Piccard 48;6041.0;CHARLEROI;071/37 48 80;;;I Tech 2
TOOLS4PATIENT;534842954;;AEROPOLE;Rue Auguste Piccard 48;6041.0;CHARLEROI;071/91 94 02;071/91 93 86;Recherche et développement d'outils d'aide au diagnostic et à la caractérisation des patients;I Tech 2
UNIVERCELLS;502742288;;AEROPOLE;Rue Auguste Piccard 48;6041.0;CHARLEROI;02/318 83 48;02/318 83 48;Biotech - Plateformes de bioproduction;I Tech 2
URPC;408774727;;AEROPOLE;Rue Auguste Picard 6;6041.0;CHARLEROI;071/44 88 00;;Union Royal Pharmaceutique - Administration;94
VENYO;882474326;;AEROPOLE;Avenue Jean Mermoz 3;6041.0;GOSSELIES;071/31 09 17;;Training Center;10
WACKER  NEUSON BENELUX;878963421;;AEROPOLE;Rue Adrienne Bolland 24;6041.0;CHARLEROI;02/452 85 07;02/452 50 90;Vente / Services machines de construction;Thalès
WIN;810473996;;AEROPOLE;Rue Marie-Henriette 60;5000.0;NAMUR;0800/113 15;081/71 17 16;Télécommunications;Télécom 1
DEL BIANCO Maxime;;;P.A.E. de Charleroi-Airport 1;Rue d'Edimbourg;6040.0;JUMET;;;;6
HOME EOS;;;P.A.E. de Charleroi-Airport 1;Rue de Bordeaux 50;6040.0;JUMET;;;Solutions naturelles barrière acoustique;Artémis
MCA SECURITY;;;P.A.E. de Charleroi-Airport 1;Rue d'Edimbourg;6040.0;JUMET;;;Alarmes et sécurité;3
POLYRIS;;;P.A.E. de Charleroi-Airport 1;Rue de Venise;6040.0;JUMET;065/70 91 33;;Spin Off UMONS;26
SOFTTOUCH Wallonie;;;P.A.E. de Charleroi-Airport 1;Rue d'Edimbourg;6040.0;JUMET;;;Système de caisse;4
VD CABLING;;;P.A.E. de Charleroi-Airport 1;Rue de Bordeaux;6040.0;JUMET;;;Opérateur de télévision par câble;12
ALTERIUS;460288556;;AEROPOLE;Rue Auguste Piccard, 35;6041.0;CHARLEROI;071/20 56 73;;Huissiers de Justice;50
ALUWIN;474005544;;AEROPOLE;Avenue Jean Mermoz 12;6041.0;CHARLEROI;071/60 61 71;071/47 87 31;Menuiserie en aluminium;
AMI METALS;477954038;;AEROPOLE;Rue Louis Blériot 23;6041.0;CHARLEROI;071/37 67 99;07135 24 30;Aérospatial (fournisseur de matières premières);39
BEL IS IMMO;475873882;;AEROPOLE;Avenue Jean Mermoz 29;6041.0;CHARLEROI;071/25 92 59;071/35 21 27;Promotion immobilière;Wagner
BIOPOLE ULB CHARLEROI;480172170;;AEROPOLE;Rue Adrienne Bolland 8;6041.0;CHARLEROI;071/37 85 11;071/37 86 59;Fourniture de services aux entreprises en biotechnologies  & Location de salles de séminaires;112E
BIOXODES;825151779;;AEROPOLE;Rue Adrienne Bolland 47;6041.0;CHARLEROI;071/34 85 90;;Biotech;66
BONE VET;684906013;;AEROPOLE;Rue Auguste Piccard 48;6041.0;GOSSELIES;;;Médecine vétérinaire et pathologies ostéoarticulaires des animaux de compagnie;I Tech 2
CEGESOC;444099751;;AEROPOLE;Rue Auguste Piccard 20;6041.0;CHARLEROI;071/25 82 41;071/25 82 45;Centre de gestion sociale;55
CENAERO;477703125;;AEROPOLE;Rue des Frères Wright 29 bte 2;6041.0;CHARLEROI;071/91 93 30;071/91 93 31;Centre de recherche;Eole
CRAFTEC;477610974;;AEROPOLE;Rue des Frères Wright 29;6041.0;GOSSELIES;071/34 18 42;064/26 13 76;Imprimerie;Eole
DELPHI GENETICS;476236643;;AEROPOLE;Rue Antoine de St Exupéry 5;6041.0;CHARLEROI;071/25 10 00;071/37 60 57;Recherche et développement en biotechnologie;91
E+MANUFACTURING;462397119;;AEROPOLE;Rue Louis Blériot 17;6041.0;CHARLEROI;071/34 95 20;071/34 95 21;Montage de composants électroniques;18
EQUILIS Europe;883730871;;AEROPOLE;Avenue Jean Mermoz 1 - Bte 4;6041.0;CHARLEROI;071/91 95 32;071/34 35 28;Développement immobilier : Promotion et Investissement;1
ERNST & YOUNG FIDUCIAIRE;430543012;;AEROPOLE;Rue Antoine de Saint Exupéry 18;6041.0;CHARLEROI;071/79 72 11;071/79 72 10;Consultance en comptabilité et fiscalité;Saint Exupéry 1
EUROPRINTER;451298537;;AEROPOLE;Avenue Jean Mermoz, 8;6041.0;CHARLEROI;071/37 40 18;071/37 52 93;Imprimerie de presses quotidiennes et étrangères;6
G4S SECURE SOLUTIONS;411519431;;AEROPOLE;Rue des Frères Wright 29;6041.0;CHARLEROI;02/758 12 00;02/759 43 70;Services de sécurité et de safety pour les particuliers, les entreprises et les institutions publiques;Eole
GATEWAY COMMUNICATIONS;476904161;;AEROPOLE;Avenue Jean Mermoz 30;6041.0;CHARLEROI;071/49 20 40;071/49 20 41;Télécommunications par satellite;Mermoz 1
GO CLUB;889638567;;AEROPOLE;Avenue Georges Lemaître 19;6041.0;CHARLEROI;071/37 86 58;;Club d'entreprises de l'Aéropole;Point Centre
IBIS BUDGET CHARLEROI AIRPORT;480198696;;AEROPOLE;Avenue Jean Mermoz 33;6220.0;FLEURUS;071/37 36 32;071/37 44 67;Hôtel;109
INTERREG;476800629;;AEROPOLE;Avenue Jean Mermoz 30;6041.0;CHARLEROI;071/20 98 20;071/79 62 20;Exploitation d’un programme d’initiative communautaire qui subventionne des projets transfrontaliers concerts dans le but d’effacer, autant que faire se peut, les frontières au sein de l’Union Européenne;Mermoz 1
KONE BELGIUM;436407452;;AEROPOLE;Avenue Jean Mermoz 29A;6041.0;CHARLEROI;071/36 35 34;071/47 20 34;Appareils élévateurs et portes automatiques : vente, installation et maintenance;Wagner
LEXMARK BIS;;;AEROPOLE;Avenue Jean Mermoz 29;6041.0;CHARLEROI;;;Imprimantes;Wagner
M.H.P.;438542641;;AEROPOLE;Avenue Jean Mermoz 6;6041.0;CHARLEROI;071/25 95 90;071/25 95 97;Equipement pour le génie civil;36
MONDIA WALLONIE;450795028;;AEROPOLE;Rue Louis Blériot, 15;6041.0;CHARLEROI;071/47 60 08;071/34 12 16;Manutention - Services location;42
OncoDNA;865300475;;AEROPOLE;Avenue Georges Lemaître, 25;6041.0;CHARLEROI;071/34 78 80;071/34 78 79;Laboratoires de services génétiques;33
ORANGE BELGIUM;456810810;;AEROPOLE;Avenue Jean Mermoz 29;6041.0;CHARLEROI;02/745 75 11;02/745.70.33;Télécommunications;Wagner
ROBERT HALF;440965760;;AEROPOLE;Rue des Frères Wright 29 bte 5;6041.0;CHARLEROI;071/30 90 40;071/30 90 38;Intérim;Eole
STARTPEOPLE;456512385;;AEROPOLE;Rue Louis Blériot, 21;6041.0;CHARLEROI;071/64 47 29;071/64 46 30;Agence intérim;17
TECHNOCAMPUS - SITE MAINTENANCE;872426116;;AEROPOLE;Rue Georges Lemaître 15;6041.0;CHARLEROI;071/18 12 31;071/25 36 39;Centre de formation;12
V.T.S.;452537365;;AEROPOLE;Rue Louis Blériot 3;6041.0;CHARLEROI;071/25 85 80;071/25 85 82;Commercialisation d'outils de communication visuelle;40
VANDEN EYNDE LEGAL;893315362;;AEROPOLE;Rue Auguste Piccard 12;6041.0;CHARLEROI;071/91 99 73;071/91 99 74;Avocats;96
WAREHOUSES ESTATES BELGIUM;426715074;;AEROPOLE;Avenue Jean Mermoz 29;6041.0;CHARLEROI;071/25 92 59;071/35 21 27;Location immobilière;Wagner
AERTSSEN TERRASSEMENTS;;;P.A.E. de Charleroi-Airport 1;Rue de Bordeaux 50;6040.0;JUMET;03/252 35 40;03/252 35 43;Travaux publics, routiers, hydrauliques et utilitaires;Artemis
ATOM'Z;;;P.A.E. de Charleroi-Airport 1;Rue de Venise;6040.0;JUMET;;;;29
BELFIUS BANQUE;;;P.A.E. de Charleroi-Airport 1;Rue de Bordeaux 50;6040.0;JUMET;;083/66 07 39;Organisme bancaire;Artemis
BERTONCELLO CLAUDIO;;;P.A.E. de Charleroi-Airport 1;Rue de Venise;6040.0;JUMET;;;;18-19
BRISON;;;P.A.E. de Charleroi-Airport 1;Rue de Bordeaux 50;6040.0;JUMET;;;;Artémis
DEWITTE VISELE ASSOCIATES;;;P.A.E. de Charleroi-Airport I;Rue de Bordeaux, 50 Bte 1;6040.0;JUMET;071/37 65 40;;Bureau d'expertise comptable;Artémis
ETABLISSEMENTS DUMAY-MIOR;;;P.A.E. de Charleroi-Airport 1;Rue de Bordeaux;6040.0;JUMET;;;Systèmes de sécurité;24
FERRONNERIE DELVIGNE;;;P.A.E. de Charleroi-Airport 1;Rue de Venise;6040.0;JUMET;;;Ferronnerie;21
GRAFTYS Belgique;;;P.A.E. de Charleroi-Airport 1;Rue de Bordeaux 50;6040.0;JUMET;;;;I Tech 2
MGR GROUP;;;P.A.E. de Charleroi-Airport 1;Rue de Bordeaux 50;6040.0;JUMET;;;Entrepreneur bâtiment;Artemis
PRODILED;;;P.A.E. de Charleroi-Airport 1;Rue de Bordeaux 50;6040.0;JUMET;;;Affichage dynamique LED;Artemis
SABCOBEL;;;P.A.E. de Charleroi-Airport 1;Rue d'Edimbourg;6040.0;JUMET;;;Solutions pour produits réfrigérés;20
AIRSPACE INDOOR SKYDIVING;846954510;;AEROPOLE;Rue Charles Lindbergh 26;6041.0;GOSSELIES;071/91 91 00;;Simulateur de chute libre;68
ALLO CANDY;436526625;;AEROPOLE;Rue Louis Bréguet 9;6041.0;CHARLEROI;071/45 03 33;071/21 77 04;Crèche;111
ANTIGON;;;AEROPOLE;Rue Auguste Piccard 48;6041.0;CHARLEROI;;;;
ARCADIS;426682709;;AEROPOLE;Avenue Georges Lemaître 30;6041.0;GOSSELIES;02/505 75 00;;;Lindbergh
ASCENTO (T - GROEP);478971449;;AEROPOLE;Avenue G. Lemaître, 58B;6041.0;CHARLEROI;071/20 48 25;071/20 48 29;Bureau de conseils en ressources humaines;Thalès
ATTENTIA - PREVENTION ET PROTECTION;409440463;;AEROPOLE;Rue Auguste Piccard 20;6041.0;CHARLEROI;04/220 24 14;;Secrétariat social;55
AWEX - CENTRE DE CHARLEROI;267314479;;AEROPOLE;Rue Auguste Piccard 20;6041.0;CHARLEROI;071/27 71 00;071/27 71 19;Promotion en Wallonie du commerce extérieur et des investissements étrangers;55
BELGIAN RACING;474455011;;AEROPOLE;Avenue Jean  Mermoz 33;6041.0;CHARLEROI;071/37 30 19;;Sports automobile et motocycliste;4
BIO.BE;861738595;;AEROPOLE;Avenue Georges Lemaître 25;6041.0;CHARLEROI;071/44 71 55;071/35 66 43;Biotechnologie - Laboratoires;33
BONE THERAPEUTICS;882015654;;AEROPOLE;Rue Auguste Piccard 37;6041.0;CHARLEROI;02/529 59 90;;Thérapie cellulaire des maladies osseuses;I Tech 2
BPC Hainaut Bâtiments et Ponts Construction;433943950;;AEROPOLE;Rue Saint Exupéry 14;6041.0;CHARLEROI;071/49 04 00;071/49 04 01;Société de construction;Saint Exupéry 2
CEPEGRA;236363165;;AEROPOLE;Avenue Georges Lemaître 22;6041.0;CHARLEROI;071/25 03 21;071/25 03 99;Centre de formation en industrie graphique;19
CETIC;474549932;;AEROPOLE;Avenue Jean Mermoz 28;6041.0;CHARLEROI;071/49 07 00;071/49 07 47;Recherche en informatique;21
CITIUS - ENGICONCEPT;451615469;;AEROPOLE;Rue Auguste Piccard 48;6041.0;CHARLEROI;071/54 52 22;;Bureau d’engineering  spécialisé en conception mécanique;I Tech 2
COMPUTERLAND;420329902;;AEROPOLE;Rue Georges Lemaître 54;6041.0;CHARLEROI;0476/300 225;;Prestataire de service IT;72
CQHN (Centre Hainaut-Namur pour la Gestion de la Qualité);447691788;;AEROPOLE;Rue Auguste Piccard 20;6041.0;CHARLEROI;071/ 23 57 21;071/23 57 20;Formations en matière de qualité;55
D.H.L. express;406796224;;AEROPOLE;Avenue Georges Lemaître 86;6041.0;CHARLEROI;02/719 64 94;02/719 67 40;Entreprise de courrier express;57
ECOTERRES;441014359;;AEROPOLE;Avenue Jean Mermoz 3C;6041.0;CHARLEROI;071/25 60 41;071/25 60 44;Assainissement sites et sols pollués, valorisation de boues de dragage, réhabilitation de CET;2
ENVITEC MEASUREMENTS AND ANALYTICS;524869473;;AEROPOLE;Rue Auguste Piccard 48;6041.0;CHARLEROI;071/34 76 21;071/34 76 22;;I Tech 2
ETELSYS ECV EIFFAGE;460683682;;AEROPOLE;Avenue Georges Lemaître 30;6041.0;CHARLEROI;071/37 65 30;071/37 65 29;Entreprise générale d'électricité industrielle;Lindbergh
EURO BUROTIC;444518039;;AEROPOLE;Rue Auguste Picard 40;6041.0;CHARLEROI;071/28 57 90;071/28 57 95;Concessionnaire Xerox;106
GREENWIN;834156547;;AEROPOLE;Rue Auguste Piccard 20;6041.0;CHARLEROI;071/91 92 84;071/91 99 63;Innovation en technologies environnementales;55
HENOGEN - NOVASEP BELGIUM;467455074;;AEROPOLE;Rue Clément Ader 16;6041.0;CHARLEROI;071/34 79 00;071 34 79 72;Biotechnologie - santé humaine;I Tech 1
HYGIENE ET EXPERTISE;;;AEROPOLE;Rue Auguste Piccard 20;6041.0;CHARLEROI;056/34 62 56;;;
INNOVAL;871339914;;AEROPOLE;Rue Auguste Piccard 48;6041.0;CHARLEROI;071/34 59 26;071/35 16 41;Distributeur de produits diététiques en pharmacie;Télécom 2
INTRACO CONSULTING;447751703;;AEROPOLE;Rue Auguste Piccard 48;6041.0;CHARLEROI;04/387 87 37;04/387 87 39;;I Tech 2
N-ALLO;466200311;;AEROPOLE;Avenue Georges Lemaître 38;6041.0;CHARLEROI;02/300 15 40;02/744 22 16;Call Center;77 - 67
NETHYS;465607720;;AEROPOLE;Avenue Georges Lemaître 21;6041.0;CHARLEROI;;;Télécommunication;Télécom 1
PaHRtners;544455654;;AEROPOLE;Avenue Jean Mermoz, 30;6041.0;CHARLEROI;;;Consultance en ressources humaines, recrutement et sélection;Mermoz 1
POINT CENTRE - ESPACE SEMINAIRES;480172170;;AEROPOLE;Avenue Georges Lemaître 19;6041.0;CHARLEROI;071/37 85 11;071/37 85 01;Espace séminaires;Point Centre
SAINT-GOBAIN GLASS;402733607;;AEROPOLE;Rue Adrienne Bolland 47;6041.0;CHARLEROI;;;;66
SCTS;841570812;;AEROPOLE;Rue Auguste Piccard 37;6041.0;CHARLEROI;010/39 43 30;;;47
SIMARFI CONSULTING;428697438;;AEROPOLE;Avenue Jean Mermoz 30;6041.0;CHARLEROI;071/31 23 63;071/31 54 50;Comptabilité - Fiscalité;Mermoz 1
TECHNOCAMPUS - SITE PLASTURGIE;872426116;;AEROPOLE;Rue Auguste Piccard 26;6041.0;CHARLEROI;071/25 36 21;071/25 36 22;Centre de formation;55
TECHNOCAMPUS - SITE USINAGE;872426116;;AEROPOLE;Avenue Georges Lemaître 22;6041.0;CHARLEROI;071/25 03 50;071/25 03 98;Centre de formation;19
WINPRO - QUADRATURE;458335589;;AEROPOLE;Rua Auguste Piccard 20;6041.0;CHARLEROI;071/34 91 00;;Services informatique et logiciels;55
AGM;;;P.A.E. de Charleroi-Airport 1;Rue de Bordeaux;6040.0;JUMET;;;;10
AVOCAT OLIVIER MASSART;;;P.A.E. de Charleroi-Airport 1;Rue de Bordeaux 50;6040.0;JUMET;;;Avocat;Artemis
DW EUROPE;;;P.A.E. de Charleroi-Airport 1;Rue de Bordeaux 50;6040.0;JUMET;;;;Artémis
IMMO MGDis;;;P.A.E. de Charleroi-Airport 1;Rue de Venise;6040.0;JUMET;;;Stockage;16
IMOPA;;;P.A.E. de Charleroi-Airport 1;Rue d'Edimbourg;6040.0;JUMET;;;;15
INMAC;;;P.A.E. de Charleroi-Airport 1;Rue d'Edimbourg;6040.0;JUMET;;;Equipements industriels;11
ORES ASSETS;;;P.A.E. de Charleroi-Airport 1;Rue de Bordeaux;6040.0;JUMET;;;;8
PHENICKS;;;P.A.E. de Charleroi-Airport 1;Rue d'Edimbourg;6040.0;JUMET;071/33 47 40;;Entreprise de construction;9
SANIDEAL;;;P.A.E. de Charleroi-Airport 1;Rue d'Edimbourg;6040.0;JUMET;;;Chauffagiste;22
TERRAVICTORIA;;;P.A.E. de Charleroi-Airport 1;Rue de Bordeaux 50;6040.0;JUMET;;;Alimentation artisanale;Artémis
UNIKPOOLS;;;P.A.E. de Charleroi-Airport 1;Rue de Bordeaux 50;6040.0;JUMET;;;Concepteur de piscine;Artémis
