NOM;ADRESSE;NUMERO;CODE POSTAL;LOCALITE;CATEGORIE;TYPE;TELEPHONE
MG MOTORS;Avenue Paul Pastur;282;6032.0;Mont-sur-Marchienne;Voiture;;(+32) 498/40.32.38
MULTIPHARMA;Avenue Paul Pastur;7;6032.0;Mont-sur-Marchienne;Pharmacie;;071 36 25 59
OPTIQUE MARGIS;Avenue Paul Pastur;90;6032.0;Mont-sur-Marchienne;Opticien;;071 36 41 49
PHARMACIE BRICLET;Avenue Paul Pastur;153;6032.0;Mont-sur-Marchienne;Pharmacie;;071 36 09 42
SCHAMP;Avenue Paul Pastur;28;6032.0;Mont-sur-Marchienne;Boulangerie;;071 36 70 60
Snack Sultan;Avenue Paul Pastur;158;6032.0;Mont-sur-Marchienne;Snack;;071 56 00 12
TOP COIFFURE;Avenue Paul Pastur;217;6032.0;Mont-sur-Marchienne;Coiffeur;;071 43 11 54
VOYAGES PHILIPPART;Avenue Paul Pastur;324;6032.0;Mont-sur-Marchienne;Voyages;;(+32) 71700212
AB Motor;Rue Pont-à-Migneloux;68;6041.0;Gosselies;Voiture;;0475/24 55 30
Assurances Spiteri;Rue Vandervelde;84;6041.0;Gosselies;Banque & Assurance;;071/814 306
Au Temps Fleuri;Avenue du Chêne Saint Jean;4 J;6041.0;Gosselies;Fleuriste;;071/34 00 38
AVA Papier;Avenue Chêne St Jean;5;6041.0;Gosselies;Maison & Décoration;Papeterie;071 69 31 07
Bent Chaussures;Avenue Chêne St Jean;5;6041.0;Gosselies;Mode;;071 35 72 24
Bertelli Assurances;Chaussée de Courcelles;87;6041.0;Gosselies;Banque & Assurance;;071/35 22 67
Cachera;Rue Petit Piersoulx;1;6041.0;Gosselies;Loisirs;Cyclisme;071/34 62 50
Château d'Ax;Rue de la Renaissance;14;6041.0;Gosselies;Maison & Décoration;;071 35 69 80
Chaussea;Avenue du Grand Vivier;11;6041.0;Gosselies;Mode;Chaussures;071/35 10 49
City Form;Route Nationale 5;171;6041.0;Gosselies;Sport;;071 34 58 88
Colruyt;Rue Tahon;37;6041.0;Gosselies;Grande surface;;071/358288
Comptoir du Meuble en Pin;Faubourg de Bruxelles;302;6041.0;Gosselies;Maison & Décoration;Meubles;071 35 60 32
Digi Print;Avenue des Etats-Unis;7;6041.0;Gosselies;Imprimeur;;071/37 07 27
Espace Coiffure Roberto;Rue de Namur;3;6041.0;Gosselies;Coiffeur;;071/345026
Euromat;Rue de Namur;141;6041.0;Gosselies;Construction;Location;071/34 16 15
Snack Evim;Faubourg de Bruxelles;83 A;6041.0;Gosselies;Snack;;071/35 48 88
Group Protect;Avenue du Grand Vivier;2;6041.0;Gosselies;Construction;Isolation;071/37 57 70
Gruber Logistics;Avenue des Etats-Unis;80;6041.0;Gosselies;Industrie;Métal;071 37 47 00
Hafa;Rue du Cerisier;;6041.0;Gosselies;Construction;Matériaux;
Inter-Carrelages;Rue du Cerisier;5;6041.0;Gosselies;Construction;Carrelages;071/25 60 10
Ixina;rue de la Renaissance;17;6041.0;Gosselies;Maison & Décoration;Cuisines;071 37 31 41
Krefel;Avenue Chêne St Jean;21;6041.0;Gosselies;Electronique;Electro-ménager;071 37 27 39
Kvik;Avenue du Grand Vivier;7;6041.0;Gosselies;Maison & Décoration;Cuisines;071/69 50 50
La Foir'Fouille;Avenue Chêne St Jean;38;6041.0;Gosselies;Solderie;;071 35 46 36
Ladbrokes;Place Albert 1er;15;6041.0;Gosselies;Paris sportifs;;071 35 56 31
Laser Game Evolution;Avenue des Etats-Unis;6;6041.0;Gosselies;Loisirs;Laser game;071 37 16 75
Le Paradis du Sommeil;rue de la Renaissance;13;6041.0;Gosselies;Maison & Décoration;Literie;071 11 91 15
Lefort;Rue Tahon;1;6041.0;Gosselies;Industrie;;071/351609
L'Embuscade;Place Albert 1er;;6041.0;Gosselies;Café;;499163419
Maison du Monde;Chemin du Long Préat;(angle RN5);6041.0;Gosselies;Maison & Décoration;;071 35 67 81
Maxi Zoo;Avenue des Etats-Unis;36;6041.0;Gosselies;Animaux;;071 34 53 16
Motocrash;Rue Robesse;12;6041.0;Gosselies;Voiture;;071/85 30 32
Multi Phone;Rue du Calvaire;16;6041.0;Gosselies;Téléphonie;;071/370129
Night & Day;Rue Robesse;36 c;6041.0;Gosselies;Alimentation générale;;071/88 53 43
Pharmacie Rinchard;Rue Modeste Cornil;54;6041.0;Gosselies;Pharmacie;;071/351578
Poils et Plumes;Chaussée de Courcelles;60;6041.0;Gosselies;Animaux;;071/46 44 10
Pro Duo;Route Nationale 5;183;6041.0;Gosselies;Coiffeur;Commerciale de coiffure;071 34 64 05
Sentiers du Monde;Rue Pont-à-Migneloux;33;6041.0;Gosselies;Maison & Décoration;;071/81 74 23
Soccer City;Rue de la Pépinière;5;6041.0;Gosselies;Sport;;071 35 63 56
Synergy;Rue des Emailleries;5;6041.0;Gosselies;Industrie;Métal;071/340287
Tape à l'œil;Rue des Bancroix;7;6041.0;Gosselies;Mode;;071/34 14 51
Van Marcke;Rue de Namur;138;6041.0;Gosselies;Construction;Sanitaires;071 25 79 05
Vandenborre;rue de la Renaissance;6;6041.0;Gosselies;Electronique;Electro-ménager;071 35 00 44
Vib's;Avenue Chêne St Jean;30;6041.0;Gosselies;Mode;;071 35 88 26
Zeeman;Rue Modeste Cornil;44;6041.0;Gosselies;Mode;;071 96 36 56
ECO-JARDIN;PLACE DE LA QUEUE;30;6010.0;Couillet;Autres;Jardins;071/21.88.34
CHEZ GEORGES;ROUTE DE CHATELET;54;6010.0;Couillet;Snack;;071/36.65.70
CHEZ YUL;ROUTE DE CHATELET;249;6010.0;Couillet;Snack;;0499/39.57.49
THERAPIE LASER;ROUTE DE CHATELET;255;6010.0;Couillet;Vétérinaire;;0474/77.04.70
GP PNEUS;ROUTE DE CHATELET;477;6010.0;Couillet;Voiture;;
PAPETERIE GUILLAUME;ROUTE DE PHILIPPEVILLE;409;6010.0;Couillet;Librairie;;071 36 08 26
VALERIO;ROUTE DE PHILIPPEVILLE;435;6010.0;Couillet;Coiffeur;;071/435826
UNIVERSAL PHARMA;ROUTE DE PHILIPPEVILLE;463;6010.0;Couillet;Pharmacie;;071 36 25 43
Axa;Route de Philippeville;48;6010.0;Couillet;Banque & Assurance;;071/561596
Isomar;Route de Philippeville;212;6010.0;Couillet;Construction;Isolation;071/363520
ACTION;ROUTE DE PHILIPPEVILLE;303/6;6010.0;Couillet;Solderie;;(+33) 1 55 56 41 52
CASSIS - PAPRIKA;ROUTE DE PHILIPPEVILLE;303;6010.0;Couillet;Mode;;071/474571
Studio Pilates;Route de Philippeville;458;6010.0;Couillet;Sport;Cours sportifs;0486/833382
Aux Floralies;Route de Philippeville;448;6010.0;Couillet;Fleuriste;;071/437685
MK Meubles;Route de Philippeville;398;6010.0;Couillet;Maison & Décoration;Meubles;071 17 00 12
Au Gourmet;Route de Philippeville;386;6010.0;Couillet;Alimentation générale;;071/476555
ING;Route de Philippeville;341;6010.0;Couillet;Banque & Assurance;;071 29 75 90
AXA;RUE DE GILLY;174;6010.0;Couillet;Banque & Assurance;;
MC AUTOPNEUS;RUE DE LA LIAISON;39;6010.0;Couillet;Voiture;;071/476969
Pacini;Rue de Villers;165;6010.0;Couillet;Voiture;Carrosserie;071/360673
Les Fiestaux;Rue de Villers;154;6010.0;Couillet;Café;;071/127450
Lloyd Pharma Cité;Rue des Carrières;14;6010.0;Couillet;Pharmacie;;071/364209
Le Top Burger;Rue des Carrières;12;6010.0;Couillet;Snack;;0474 36 12 10
Le Bergerac;Rue Emile Vandervelde;5;6010.0;Couillet;Café;;0476/629778
Facozinc;Rue des Sept Actions;39;6060.0;Gilly;Construction;Matériaux;071 42 06 75
Liagio Coiffure;Chaussée de Ransart;86;6060.0;Gilly;Coiffeur;;071 30 77 77
Euro Repar Noerens;Chaussée de Ransart;327;6060.0;Gilly;Voiture;;071 35 09 25
Eldi;Rue des Vallées;8;6060.0;Gilly;Electronique;;071/410007
Hayette Johnny;Rue des Nutons;242;6060.0;Gilly;Artisans;Menuiserie;0475 64 40 29
Electro Pièces;Chaussée de Châtelet;224;6060.0;Gilly;Electronique;;071 33 23 29
Ladbrokes;Chaussée de Lodelinsart;5;6060.0;Gilly;Paris sportifs;;071 41 74 25
Sultan of Kebab;Chaussée de Lodelinsart;119;6060.0;Gilly;Snack;;
Gezer;Chaussée de Lodelinsart;195;6060.0;Gilly;Coiffeur;;0499 39 36 90
Sunbrero;Chaussée de Lodelinsart;310;6060.0;Gilly;Bien-être;;071 41 39 13
Styloptic;Chaussée Impériale;19;6060.0;Gilly;Opticien;;071-416-744
Dats 24;Chaussée Impériale;61;6060.0;Gilly;Station essence;;02 363 51 52
Tout à sec;Chaussée de Fleurus;13B;6060.0;Gilly;Mode;Nettoyage à sec;071 41 14 16
Pajarwi;Chaussée de Fleurus;14;6060.0;Gilly;Bijouterie;;071/48.82.89
Au Grand Saint-Nicolas;Chaussée de Fleurus;34;6060.0;Gilly;Autres;Cadeaux;071 41 42 56
Sirus tatoo;Chaussée de Fleurus;66;6060.0;Gilly;Tattoo;;
Prestige Couture;Chaussée de Fleurus;92;6060.0;Gilly;Mode;Cérémonie;071 41 46 80
Doggy wash;Chaussée de Fleurus;109;6060.0;Gilly;Toilettage;;0486 54 05 66
Elite Concept;Chaussée de Fleurus;147;6060.0;Gilly;Maison & Décoration;Chauffage;071 96 63 23
Votre Lavoir;Chaussée de Fleurus;169;6060.0;Gilly;Lavoir;;
Renga Occasions;Chaussée de Fleurus;309;6060.0;Gilly;Voiture;;071 48 72 85
Amical Auto;Chaussée de Fleurus;494;6060.0;Gilly;Voiture;;0485 37 27 22
Barber shop Zangana;Chaussée de Fleurus;108;6060.0;Gilly;Coiffeur;;
Ari Garage;Chaussée de Fleurus;164;6060.0;Gilly;Voiture;;0471 40 25 90
API;Chaussée de Fleurus;200;6060.0;Gilly;Voiture;;071 41 36 75
Nabet Pneus;Avenue de Philippeville;230;6001.0;Marcinelle;Voiture;Pneus;071/431092
Auxifina;Avenue de Philippeville;161;6001.0;Marcinelle;Banque & Assurance;;071/306909
Aldi;Avenue de Philippeville;223;6001.0;Marcinelle;Grande surface;;
Brico;Avenue de Philippeville;223;6001.0;Marcinelle;Grande surface;Bricolage;071/510332
Bio-Planet;Avenue de Philippeville;229;6001.0;Marcinelle;Grande surface;Bio;071/476675
Jour de Fête;Avenue de Philippeville;257;6001.0;Marcinelle;Loisirs;Fête;071/535015
Cash Express;Avenue de Philippeville;284 C3;6001.0;Marcinelle;Autres;Dépôt-Vente;
Sunbrero;Avenue de Philippeville;284;6001.0;Marcinelle;Bien-être;Solarium;071/432520
Laco;Avenue Mascaux;76;6001.0;Marcinelle;Station essence;;0475/ 60 28 09
Davin;Avenue Mascaux;60;6001.0;Marcinelle;Boulangerie;;071 43 06 86
Super store;Avenue Mascaux;56;6001.0;Marcinelle;Alimentation générale;;071 43 56 45
Durant;Avenue Mascaux;91;6001.0;Marcinelle;Banque & Assurance;;071/ 36 12 73
Me V'la Copy Service;Avenue Mascaux;125;6001.0;Marcinelle;Imprimeur;;071/ 36 29 10
Optique Ledoux;Avenue Mascaux;135;6001.0;Marcinelle;Opticien;;071/ 36 48 45
Horassur;Avenue Mascaux;197;6001.0;Marcinelle;Banque & Assurance;;071/ 36 79 39
Centre de fitness;Avenue Mascaux;172;6001.0;Marcinelle;Sport;Salle de fitness;0476/ 31 27 54
CBD shop Monkey hemp;Avenue Mascaux;233;6001.0;Marcinelle;Autres;CBD shop;0471/ 99 89 26
Multipharma;Avenue Mascaux;241;6001.0;Marcinelle;Pharmacie;;071/ 36 22 10
Chez Michel;Avenue Mascaux;236;6001.0;Marcinelle;Boucherie;;071/36 03 87
La Pasta Fresca;Avenue Mascaux;258;6001.0;Marcinelle;Artisans;Pâtes fraîches;071/30 97 60
Brico;Avenue Mascaux;464;6001.0;Marcinelle;Grande surface;Bricolage;+32 (0)71 36 16 61
IBS informatique;Avenue Mascaux;476/z;6001.0;Marcinelle;Informatique;;071/30 17 01
Leenbakker;Avenue Mascaux;486;6001.0;Marcinelle;Grande surface;;071/51 33 79
Maxi toys;Avenue Mascaux;488;6001.0;Marcinelle;Grande surface;;071/43 36 52
Bijouterie Chaboud;Avenue Meurée;15;6001.0;Marcinelle;Bijouterie;;071/36 02 17
Pharmacie Stalon;Avenue Meurée;51;6001.0;Marcinelle;Pharmacie;;071/36 18 78
Centre du Mieux-Être;Avenue Paul Pastur;9;6001.0;Marcinelle;Bien-être;;0477/91 68 05
Hanci;Avenue Paul Pastur;53;6001.0;Marcinelle;Alimentation générale;;071/56 16 00
Garden Vilette;Avenue Paul Pastur;57;6001.0;Marcinelle;Fleuriste;;071/360922
Power;Avenue Paul Pastur;80;6001.0;Marcinelle;Station essence;;
Atelier de garnissage;Avenue Paul Pastur;181;6001.0;Marcinelle;Autres;Garnisseur;071/475720
Alimentation Générale du Rond-Point;Rue de la Babotterie;149;6001.0;Marcinelle;Alimentation générale;;
Batibô;Rue de la Bruyère;123;6001.0;Marcinelle;Construction;Châssis;071/511200
La Tignasse;Rue de la Régence;2;6001.0;Marcinelle;Coiffeur;;071/432169
Gatto Immo;Rue de l'Ange;29;6001.0;Marcinelle;Immobilier;;071/307975
L'Epicerie du Coin;Rue des Bancs;1;6001.0;Marcinelle;Alimentation générale;;
Bodrum;Rue des Cayats;116;6001.0;Marcinelle;Alimentation générale;;
Oriental Beauté;Rue des Haies;205;6001.0;Marcinelle;Bien-être;;49 5160 535
Lionel Coiffure;Rue du Bierchamps;168;6001.0;Marcinelle;Coiffeur;;0474/707167
Chez Wil's;Rue du Sanatorium;32 A;6001.0;Marcinelle;Alimentation générale;;
Le Bakaliko;Rue Florian Montagne;140;6001.0;Marcinelle;Artisans;Alimentation artisanale grecque;0474/219992
Omega Productions;Rue Sabatier;17;6001.0;Marcinelle;Electronique;Evénementiel;071/470182
IMMO CONTACT;Avenue du Centenaire;56/C;6061.0;Montignies-sur-Sambre;Immobilier;;071/33.19.19
CAROSSERIE HOSTYN;Avenue du Centenaire;222;6061.0;Montignies-sur-Sambre;Voiture;;071/30.97.50
ESSO EXPRESS;Avenue du Centenaire;234;6061.0;Montignies-sur-Sambre;Station essence;;0498/94.99.86
Le Salon de David;Avenue du Centenaire;22;6061.0;Montignies-sur-Sambre;Coiffeur;;071/48.80.82
L'AGORA;Avenue du Centenaire;301;6061.0;Montignies-sur-Sambre;Alimentation générale;Epicerie fine;071/321061
Espace Grimpe;Chaussée de Charleroi;26;6061.0;Montignies-sur-Sambre;Sport;;071/33.16.95
Boulangerie l'Epi d'or;Chaussée de Charleroi;5;6061.0;Montignies-sur-Sambre;Boulangerie;;071/32.09.91
Boutique Marie Claude;Chaussée de Charleroi;15;6061.0;Montignies-sur-Sambre;Mode;;071/31.72.69
Le Celta;Chaussée de Charleroi;17;6061.0;Montignies-sur-Sambre;Café;;
La Piccola Europa;Chaussée de Charleroi;19;6061.0;Montignies-sur-Sambre;Café;;
Librairie des Trieux;Chaussée de Charleroi;150;6061.0;Montignies-sur-Sambre;Librairie;;071/31.29.91
Scipioni;Chaussée de Charleroi;192;6061.0;Montignies-sur-Sambre;Station essence;;064/265237
Georgy's Custom Shop;Chaussée de Châtelineau;13;6061.0;Montignies-sur-Sambre;Automobile;;0474/245077
Kusadasi;Chaussée de Charleroi;286;6061.0;Montignies-sur-Sambre;Alimentation générale;;071/315587
US AUTO;Chaussée de Chatelineau;281;6061.0;Montignies-sur-Sambre;Voiture;;071/128014
BUTT AUTO;Chaussée de Chatelineau;13;6061.0;Montignies-sur-Sambre;Voiture;;0484/108798
La Vecchia Signora;Chaussée Solvay;8;6061.0;Montignies-sur-Sambre;Café;;0484/05.62.47
Au Croc Sourire;Grand rue;325;6061.0;Montignies-sur-Sambre;Snack;Sandwicherie;0472/40.96.31
Supreme car;Grand rue;231;6061.0;Montignies-sur-Sambre;Voiture;;0483/38.43.33
Ladbrokes;Place Albert 1er;31;6061.0;Montignies-sur-Sambre;Paris sportifs;;071/58.76.62
Jouets Broze;Route de la Basse-Sambre;1;6061.0;Montignies-sur-Sambre;Loisirs;Jouets;071/488120
Garage Bila;Rue Brigade Piron;307;6061.0;Montignies-sur-Sambre;Voiture;;071/316821
TEK AUTOMOBILES;Rue de la Fontaine;15;6061.0;Montignies-sur-Sambre;Voiture;;0487/706315
Delfood;Rue de l'Espérance;84;6061.0;Montignies-sur-Sambre;Grossiste;Alimentation;071/204211
Aluglaver;Rue du Cimetière;9;6061.0;Montignies-sur-Sambre;Industrie;Métal;071/31.26.35
Pharmacie Horemans;Rue du Résolu;3;6061.0;Montignies-sur-Sambre;Pharmacie;;071/41.13.20
MULTI PHARMA;Rue François Reconnu;63;6061.0;Montignies-sur-Sambre;Pharmacie;;071/312668
A Chacun sa Coupe;Rue Grand'Mère;3;6061.0;Montignies-sur-Sambre;Toilettage;;0477/34.90.96
Gruselle;Rue Grimard;300;6061.0;Montignies-sur-Sambre;Voiture;Carrosserie;071/318210
Cafétéria Stade Yernaux;Rue Grimard;295;6061.0;Montignies-sur-Sambre;Café;;
Ma Bulle de Mieux-Etre;Rue Grimard;300;6061.0;Montignies-sur-Sambre;Bien-être;;0477/228531
Tatoo Shop;Rue Grimard;222;6061.0;Montignies-sur-Sambre;Tattoo;;
Sogem;Rue Grimard;39;6061.0;Montignies-sur-Sambre;Construction;Escaliers;071/25.39.60
Vankeymeulen Sport;Rue Grimard;43 A;6061.0;Montignies-sur-Sambre;Sport;;071/32.86.00
Pharmacie Saint-Charles;Rue Jean Jaures;180;6061.0;Montignies-sur-Sambre;Pharmacie;;071/327763
L'Amour Du Sport;Rue Neuve;51;6061.0;Montignies-sur-Sambre;Sport;Accessoires;0499/39.23.43
Coiffure Jocelyne;Rue Neuve;46;6061.0;Montignies-sur-Sambre;Coiffeur;;071/318050
Philippe Buckens;Rue Petite Aise;19;6061.0;Montignies-sur-Sambre;Maison & Décoration;Garnisseur;071/411116
Chez Maliar;Chaussée de Bruxelles;20;6040.0;Jumet;Alimentation générale;;
La Maison de l'Esthétique;Chaussée de Bruxelles;140;6040.0;Jumet;Bien-être;;
Sechi et Filles;Chaussée de Bruxelles;170;6040.0;Jumet;Mode;;071/35 97 02
Aras Meubles;Chaussée de Bruxelles;341;6040.0;Jumet;Maison & Décoration;Meubles;071/37 13 01
Renov' Salons;Chaussée de Gilly;54 B;6040.0;Jumet;Maison & Décoration;;071/37 29 77
Stella;Chaussée de Gilly;73;6040.0;Jumet;Coiffeur;;071/35 81 13
Evidence;Place du Ballon;35;6040.0;Jumet;Mode;;
Barber Shop Ballon;Place du Ballon;2 A;6040.0;Jumet;Coiffeur;;0486/136144
Librairie de la Coupe;Place Léonce Mayence;1;6040.0;Jumet;Librairie;;071/35 15 73
Lithotrend;Rue aux Fauvettes;28;6040.0;Jumet;Construction;Tailleur de pierre;071/34 29 40
Librairie de la Madeleine;Rue de la Madeleine;63 B;6040.0;Jumet;Librairie;;071/35 76 87
Chez Jérôme et Lisa;Rue de la Révolution;19 A;6040.0;Jumet;Boucherie;;0489/83 23 34
Green Power Kart;rue de l'Industrie;12;6040.0;Jumet;Loisirs;Karting;071/35 49 10
MD Hair;Rue du Pont Neuf;23;6040.0;Jumet;Coiffeur;;0496/83 85 46
Morena Beauté;Rue Louise;11;6040.0;Jumet;Bien-être;;0496/85 74 70
Le Clos des Aulniats;Rue Puissant;230;6040.0;Jumet;Artisans;;071/34 28 43
Tatoo Scot'Ink;Rue Puissant;16;6040.0;Jumet;Tattoo;;
Pharmacie des Hamendes;Chaussée du Château Mondron;69;6040.0;Jumet;Pharmacie;;071/41 61 03
Pharmacie du Ballon;Place du Ballon;32;6040.0;Jumet;Pharmacie;;071/353910
Pharmacie Paquet;Rue César de Paepe;2;6040.0;Jumet;Pharmacie;;
Pharmacie Bastin;Rue de Dampremy;89;6040.0;Jumet;Pharmacie;;071/32 94 20
Pharmacie Nawal Belafhal;Rue de Marchienne;36;6040.0;Jumet;Pharmacie;;
Friterie du Dépôt;Chaussée de Bruxelles;359;6040.0;Jumet;Snack;;071/12 04 93
Au Washington;Place du Ballon;9;6040.0;Jumet;Café;;
Au Nouvia d'Jumet;Place Mattéoti;9;6040.0;Jumet;Café;;071/35 38 18
Les Délices de la Madeleine;Rue de la Madeleine;61;6040.0;Jumet;Boulangerie;;071/34 24 77
Juanita 61;Rue François Dewiest;16;6040.0;Jumet;Snack;;071/34 34 67
Les Délices de Béatrice;Rue Jules Copée;29;6040.0;Jumet;Artisans;Pâtisseries;071/34 06 90
Schamp;Rue César de Paepe;119;6040.0;Jumet;Boulangerie;;
Troc.com;Rue Hubert Bastin;16/2;6040.0;Jumet;Maison & Décoration;;
Perini Frères;Chaussée de Bruxelles;147;6040.0;Jumet;Voiture;;071/35 95 26
Franquin Véronique;Chaussée de Gilly;149;6040.0;Jumet;Pharmacie;;071/350815
Le Vesperal 2;Chaussée de Gilly;136;6040.0;Jumet;Alimentation générale;;0465/650902
Auto-Ecole Go;Place du Ballon;16;6040.0;Jumet;Auto-école;;071/342606
Garage Vidu;Rue Bayemont;6;6040.0;Jumet;Voiture;Garagiste;071/799768
Stop Toutou;Rue de Marchienne;12;6040.0;Jumet;Toilettage;;
Siranet;Rue de Marchienne;27;6040.0;Jumet;Lavoir;;
Pneu Matic;Rue de Marchienne;71;6040.0;Jumet;Voiture;Pneus;
Charleroi Center;Rue de Marchienne;93A;6040.0;Jumet;Voiture;Concessionnaire;
Pirard Robert;Rue du Bois;36;6040.0;Jumet;Construction;Démolition;071/34 15 09
Patrick Viane;Rue Jules Panier;21;6040.0;Jumet;Construction;;071/35 26 35
Tabac Shop;Avenue de Waterloo;1;6000.0;Charleroi;Alimentation générale;;
Le Kilimandjaro;Avenue de Waterloo;18;6000.0;Charleroi;Café;;
Phoenix Café;Avenue de Waterloo;68 A;6000.0;Charleroi;Café;;
Timgad;Avenue Jules Hénin;5;6000.0;Charleroi;Café;;
Bet center;Avenue Jules Hénin;21;6000.0;Charleroi;Paris sportifs;;
Café Lina;Avenue Jules Hénin;26;6000.0;Charleroi;Café;;
Merry Flowers;Avenue Jules Hénin;33-35;6000.0;Charleroi;Fleuriste;;071/32.18.78
Le Century;Boulevard Paul Janson;2;6000.0;Charleroi;Café;;
Charleroi Bazar;Boulevard Paul Janson;10;6000.0;Charleroi;Alimentation générale;;071/64.32.22
Chez Ben;Boulevard Paul Janson;12-14;6000.0;Charleroi;Poissonerie;;071/50.53.70
6000Eatude;Rue de la Neuville;10B;6000.0;Charleroi;Snack;Sandwicherie;071/30.42.09
Belgium Drink;Rue de la Neuville;10D;6000.0;Charleroi;Grossiste;Boissons;071/65.02.00
Brasserie Du Mambourg;Rue de la Neuville;12;6000.0;Charleroi;Café;;0474/83.27.11
Sandwicherie Imperiale;Rue du Mambourg;8;6000.0;Charleroi;Snack;Sandwicherie;071/31.51.00
David Market;Rue du Mambourg;18A;6000.0;Charleroi;Alimentation générale;;071/16.04.82
Bel Tv;Rue Fagnart;10;6000.0;Charleroi;Informatique;Satellite;071/33.34.40
Copy 2000;Rue Lebeau;1;6000.0;Charleroi;Imprimeur;;071/31.80.35
Copy One;Rue Fagnart;13;6000.0;Charleroi;Imprimeur;;071/31.89.71
Sidonie Coiffure Peigne d'Or;Boulevard Jacques Bertrand;31;6000.0;Charleroi;Coiffeur;;
La Cuve A Bière;Boulevard Jacques Bertrand;68;6000.0;Charleroi;Café;;071/32.68.41
TM Oriental;Boulevard Jacques Bertrand;70;6000.0;Charleroi;Café;;
New Technology;Place Charles II;12;6000.0;Charleroi;Téléphonie;;071/30.40.11
L'Echiquier;Place Charles II;18;6000.0;Charleroi;Café;;0493/02.55.98
La Maison Des 8h;Place Charles II;23;6000.0;Charleroi;Café;;071/32.48.00
La Fleur De Lys;Place du Manège;18;6000.0;Charleroi;Café;;
La Turquoise;Rue Chavannes;45;6000.0;Charleroi;Boulangerie;;
Le Montreal;Rue de la Poterne;2;6000.0;Charleroi;Café;;071/31.77.94
Tiguy African Food;Rue de la Régence;18;6000.0;Charleroi;Alimentation générale;;
Tout Pour Lui;Rue de la Régence;20;6000.0;Charleroi;Coiffeur;;0483/35.83.60
Snack Le Bienvenu;Rue de la Régence;33;6000.0;Charleroi;Snack;;0485/93.20.98 / 0487/24.06.26
Tapis Propre;Rue de la Régence;47;6000.0;Charleroi;Maison & Décoration;Nettoyage de tapis;
Coiffure Sahara;Rue de la Régence;49;6000.0;Charleroi;Coiffeur;;0496/13.92.51
Sklep Polski;Rue de la Régence;53;6000.0;Charleroi;Alimentation générale;Polonais;071/32.21.40
Coiffure Florange;Rue D'Orléans;28;6000.0;Charleroi;Coiffeur;;0489/89.44.09
Auto Ecole Bara;Rue D'Orléans;32;6000.0;Charleroi;Auto-école;;071/32.22.50
Chez Laurie - Boulangerie Richard;Rue D'Orléans;45;6000.0;Charleroi;Boulangerie;;071/30.81.71 - 0495/52.04.10
Nigla Et Chatrie;Rue Neuve;7;6000.0;Charleroi;Autres;Culture tzigane;071/57.49.92
Copyness;Rue Neuve;9;6000.0;Charleroi;Imprimeur;;071/14.36.43
TABAC SHOP;Rue Neuve;11;6000.0;Charleroi;Alimentation générale;;
Sahin Gsm;Rue Neuve;13;6000.0;Charleroi;Téléphonie;;071/33.35.00
Espace Voyage;Rue Neuve;18;6000.0;Charleroi;Voyages;;071/31.96.71
Librairie Rue Neuve;Rue Neuve;32;6000.0;Charleroi;Librairie;;071/30.25.30
Boutique Romance;Rue Neuve;39;6000.0;Charleroi;Mode;;071/57.78.33
Tout à 1€;Rue Neuve;53;6000.0;Charleroi;Solderie;;071/42.38.14
Fytex;Rue Neuve;56;6000.0;Charleroi;Mode;Chaussures;0499/87.33.79
Trend Meubles;Rue Neuve;70;6000.0;Charleroi;Maison & Décoration;Meubles;071/70.03.91
Grand Chic;Rue Neuve;74-76;6000.0;Charleroi;Mode;;0465/51.21.63
Chicken World;Rue Neuve;81;6000.0;Charleroi;Snack;Poulet;071/12.50.95
Le Majestic;Rue Turenne;6;6000.0;Charleroi;Café;Chicha;0493/54.39.00
Butt Shop;Rue Turenne;26;6000.0;Charleroi;Alimentation générale;;0467/78.78.79
Inter II Supermarché;Rue Turenne;36-38;6000.0;Charleroi;Alimentation générale;;071/30.52.76
Le Bahamas;Rue Vauban;13;6000.0;Charleroi;Café;;
Chaud Patate;Boulevard De L'Yser;1;6000.0;Charleroi;Snack;;0470/72.73.92
Tabac Shop;Boulevard Paul Janson;11;6000.0;Charleroi;Alimentation générale;;
Anatolia Snack;Boulevard Paul Janson;23;6000.0;Charleroi;Snack;;
Ten Star;Boulevard Paul Janson;27;6000.0;Charleroi;Alimentation générale;;0494/52.46.38
Troll 2 Jeu;Boulevard de l'Yser;15;6000.0;Charleroi;Autres;Jouets;0499/40.27.12
Boutique Charvet;Rue De La Montagne;74;6000.0;Charleroi;Mode;;071/32.62.45
Aux 1000 Farces;Avenue De L'Europe;46;6000.0;Charleroi;Autres;Déguisements, farces & attrappes;071/32.57.92
Maison Constant;Avenue De L'Europe;48;6000.0;Charleroi;Mode;Cérémonie;071/32.84.89
Le Bastion Rouge;Boulevard Emile Devreux;36-38;6000.0;Charleroi;Café;;0498/50.41.90
Troc'Inn;Rue De Montigny;19;6000.0;Charleroi;Maison & Décoration;Dépôt-Vente;071/39.17.70
Nail's Lann's Manucure;Rue De Montigny;36 C;6000.0;Charleroi;Bien-être;;0468/38.30.40
Le Luxembourg;Rue Du Pont Neuf;41;6000.0;Charleroi;Café;;071/31.63.59
Librairie du Pont Neuf;Rue Du Pont Neuf;68;6000.0;Charleroi;Librairie;;
Gio Lia Coif;Rue Charles Dupret;19;6000.0;Charleroi;Coiffeur;;071/17.63.16
